Unnamed: 0,model,A,B,Nx,dx,Nt,dt,Du,Dv,initial_condition,random_seed,n_snapshots,filename,run_id,original_point,final_deviation,mean_deviation,std_deviation,max_derivative,mean_derivative,dominant_power,total_power,max_u,max_v,category,op
4701,bruss,0.4980272126124347,1.0415449122222156,128,1.0,60000,0.0025,1.0902559246768622,11.432330120273068,"{'type': 'hex_pattern', 'amplitude': 0.25, 'wavelength': 0.1}",912588,100,/cluster/scratch/vogtva/data/bruss/ball_big/0d0b4278-a6c9-47da-8575-8fbf501dda54_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",8.270993035220536e-05,8.270993035220536e-05,0.0,122.894806,0.0,0.009130174,0.29124296,2.6340075,2.545887,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5019,bruss,0.5335829603764242,1.0847441042486252,128,1.0,60000,0.0025,1.0840406627140518,10.747481991403514,"{'type': 'normal', 'sigma_u': 0.25, 'sigma_v': 0.25}",303205,100,/cluster/scratch/vogtva/data/bruss/ball_big/3ac22bbf-bf8e-429b-a7c1-8bbcc3cfc29b_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",9.22083854675293e-05,9.22083854675293e-05,0.0,37.51106,0.0,0.007275224,0.2796696,0.7815319,2.1516278,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5203,bruss,0.4732016151812249,0.9932623133615048,128,1.0,60000,0.0025,0.9741631599673372,10.445451560700722,"{'type': 'normal', 'sigma_u': 0.1, 'sigma_v': 0.1}",919787,100,/cluster/scratch/vogtva/data/bruss/ball_big/7cad7db1-a300-4690-96d9-cc48cf2bbe8b_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",6.964802742004395e-05,6.964802742004395e-05,0.0,3.1482928,0.0,0.00046655757,0.014150804,0.48465627,2.1328723,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5209,bruss,0.4590059661948171,1.0825506374535796,128,1.0,60000,0.0025,1.0924321050023529,11.920776570694857,"{'type': 'hex_pattern', 'amplitude': 0.25, 'wavelength': 0.1}",533554,100,/cluster/scratch/vogtva/data/bruss/ball_big/d42ee6d3-3311-41ad-9455-9e9f2131b740_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",4.5672186027617145e-05,4.5672186027617145e-05,0.0,221.07335,0.0,0.01361421,0.49854425,3.8333473,2.9112914,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5331,bruss,0.4868697673046913,0.9735588183882278,128,1.0,60000,0.0025,1.0475583518397855,10.585812652354768,"{'type': 'normal', 'sigma_u': 0.1, 'sigma_v': 0.1}",735338,100,/cluster/scratch/vogtva/data/bruss/ball_big/2a6381a8-6175-44ca-91c6-3a4fe51f59d9_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",2.866983413696289e-05,2.866983413696289e-05,0.0,6.378112,0.0,0.0011717399,0.043697845,0.5014805,2.0478656,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5421,bruss,0.4842748925853022,0.9340221476128776,128,1.0,60000,0.0025,1.042838708097591,11.4238701121892,"{'type': 'uniform', 'u_min': 0.0, 'u_max': 0.25, 'v_min': 0.0, 'v_max': 0.25}",87782,100,/cluster/scratch/vogtva/data/bruss/ball_big/4cef0703-a03b-41b3-9791-1c753a581036_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",3.149121470705292e-05,3.1491214707052925e-05,6.776263578034403e-21,48.891415,0.0,0.0052279914,0.18861307,0.73427385,2.1786962,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5481,bruss,0.5375693235420558,0.9694723167773548,128,1.0,60000,0.0025,0.9627653134070108,10.94451614824661,"{'type': 'normal', 'sigma_u': 0.1, 'sigma_v': 0.1}",868808,100,/cluster/scratch/vogtva/data/bruss/ball_big/89a627ca-5c57-469c-a161-2c9692d38a9e_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",4.184246063232422e-05,4.184246063232422e-05,0.0,13.695382,0.0,0.0022069397,0.08807931,0.5618317,1.8732878,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5500,bruss,0.4695195884405733,0.9985634315205694,128,1.0,60000,0.0025,0.9011019139647244,11.753460324141908,"{'type': 'normal', 'sigma_u': 0.25, 'sigma_v': 0.25}",429558,100,/cluster/scratch/vogtva/data/bruss/ball_big/361f2b55-4a4f-4f47-9218-c951d722ded1_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",6.893277168273926e-05,6.893277168273926e-05,0.0,139.38312,0.0,0.012151047,0.48026332,0.93572664,2.3989205,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5519,bruss,0.5461822026763904,1.0000545545095874,128,1.0,60000,0.0025,0.9496217910677704,11.19533602495117,"{'type': 'uniform', 'u_min': 0.0, 'u_max': 0.25, 'v_min': 0.0, 'v_max': 0.25}",447402,100,/cluster/scratch/vogtva/data/bruss/ball_big/176fa492-beee-4a2e-bc83-3b3eff4ca881_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",3.782428227938138e-05,3.782428227938138e-05,0.0,51.210953,0.0,0.005267294,0.19294311,0.8040074,2.0809832,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5846,bruss,0.4980272126124347,1.0415449122222156,128,1.0,60000,0.0025,1.0902559246768622,11.432330120273068,"{'type': 'normal', 'sigma_u': 0.25, 'sigma_v': 0.25}",529370,100,/cluster/scratch/vogtva/data/bruss/ball_big/834f6cd4-395c-4eff-80e0-6bcf2f7c2962_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",7.736682891845703e-05,7.736682891845703e-05,0.0,97.10727,0.0,0.0102037955,0.344875,0.8046707,2.4556842,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5891,bruss,0.4868697673046913,0.9735588183882278,128,1.0,60000,0.0025,1.0475583518397855,10.585812652354768,"{'type': 'hex_pattern', 'amplitude': 0.25, 'wavelength': 0.1}",869903,100,/cluster/scratch/vogtva/data/bruss/ball_big/ec7b133f-f89c-4000-ac3e-f172c76923c2_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",3.182461804892184e-05,3.182461804892184e-05,0.0,149.75206,0.0,0.0075807553,0.3106378,2.7767024,2.6284437,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5910,bruss,0.4695195884405733,0.9985634315205694,128,1.0,60000,0.0025,0.9011019139647244,11.753460324141908,"{'type': 'uniform', 'u_min': 0.0, 'u_max': 0.25, 'v_min': 0.0, 'v_max': 0.25}",742060,100,/cluster/scratch/vogtva/data/bruss/ball_big/07bfb27f-bc04-4ab8-a0ce-53e62dda3189_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",6.232891915112558e-05,6.232891915112558e-05,0.0,56.470398,0.0,0.006740634,0.21196333,0.7728283,2.3767571,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
5992,bruss,0.4897846210987355,0.9596929221571876,128,1.0,60000,0.0025,1.0949701417733189,11.53704952087161,"{'type': 'uniform', 'u_min': 0.0, 'u_max': 0.25, 'v_min': 0.0, 'v_max': 0.25}",846703,100,/cluster/scratch/vogtva/data/bruss/ball_big/ce856101-cd1a-4cc9-bd52-ffb5a8866016_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",3.0321295444781964e-05,3.0321295444781964e-05,0.0,50.656395,0.0,0.0055296426,0.19281259,0.7403011,2.2094078,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
6045,bruss,0.4868697673046913,0.9735588183882278,128,1.0,60000,0.0025,1.0475583518397855,10.585812652354768,"{'type': 'normal', 'sigma_u': 0.25, 'sigma_v': 0.25}",952129,100,/cluster/scratch/vogtva/data/bruss/ball_big/ef0ad3a5-722a-43f1-b5c0-c642389178d6_output.nc,ball_big,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}",3.4749507904052734e-05,3.4749507904052734e-05,0.0,32.141388,0.0,0.0063375453,0.2522017,0.5741749,2.2301774,SS,"{'A': 0.5, 'B': 1.0, 'Du': 1, 'Dv': 11}"
